YEAR,STATE,COUNTY,total_population
1860,Arkansas,Searcy,5271
1860,Arkansas,Sebastian,9238
1860,Arkansas,Sevier,10516
1860,Arkansas,Union,12288
1860,Arkansas,Van Buren,5357
1860,Arkansas,Washington,14673
1860,Arkansas,White,8316
1860,Arkansas,Yell,6333
1860,California,Alameda,8927
1860,California,Amador,10930
1860,California,Butte,12106
1860,California,Calaveras,16299
1860,California,Colusa,2274
1860,California,Contra Costa,5328
1860,California,Del Norte,1993
1860,California,El Dorado,20562
1860,California,Fresno,4605
1860,California,Humboldt,2694
1860,California,Klamath,1803
1860,California,Los Angeles,11333
1860,California,Marin,3334
1860,California,Mariposa,6243
1860,California,Mendocino,3967
1860,California,Merced,1141
1860,California,Monterey,4739
1860,California,Napa,5521
1860,California,Nevada,16446
1860,California,Placer,13270
1860,California,Plumas,4363
1860,California,Sacramento,24142
1860,California,San Bernardino,5551
1860,California,San Diego,4324
1860,California,San Francisco,56802
1860,California,San Joaquin,9435
1860,California,San Luis Obispo,1782
1860,California,San Mateo,3214
1860,California,Santa Barbara,3543
1860,California,Santa Clara,11912
1860,California,Santa Cruz,4944
1860,California,Shasta,4360
1860,California,Sierra,11387
1860,California,Siskiyou,7629
1860,California,Solano,7169
1860,California,Sonoma,11867
1860,California,Stanislaus,2245
1860,California,Sutter,3390
1860,California,Tehama,4044
1860,California,Trinity,5125
1860,California,Tulare,4638
1860,California,Tuolumne,16229
1860,California,Yolo,4716
1860,California,Yuba,13668
1860,Connecticut,Fairfield,77476
1860,Connecticut,Hartford,89962
1860,Connecticut,Litchfield,47318
1860,Connecticut,Middlesex,30859
1860,Connecticut,New Haven,97345
1860,Connecticut,New London,61731
1860,Connecticut,Tolland,20709
1860,Connecticut,Windham,34747
1860,Delaware,Kent,27804
1860,Delaware,New Castle,54797
1860,Delaware,Sussex,29615
1860,Florida,Alachua,8232
1860,Florida,Brevard,246
1860,Florida,Calhoun,1446
1860,Florida,Clay,1914
1860,Florida,Columbia,4646
1860,Florida,Dade,83
1860,Florida,Duval,5074
1860,Florida,Escambia,5768
1860,Florida,Franklin,1904
1860,Florida,Gadsden,9396
1860,Florida,Hamilton,4154
1860,Florida,Hernando,1200
1860,Florida,Hillsborough,2981
1860,Florida,Holmes,1386
1860,Florida,Jackson,10209
1860,Florida,Jefferson,9876
1860,Florida,Lafayette,2068
1860,Florida,Leon,12343
1860,Florida,Levy,1781
1860,Florida,Liberty,1457
1860,Florida,Madison,7779
1860,Florida,Manatee,854
1860,Florida,Marion,8609
1860,Florida,Monroe,2913
1860,Florida,Monroe-Dade [multi-county reporting area],
1860,Florida,Nassau,3644
1860,Florida,New River,3820
1860,Florida,Orange,987
1860,Florida,Putnam,2712
1860,Florida,St Johns,3038
1860,Florida,Santa Rosa,5480
1860,Florida,Sumter,1549
1860,Florida,Suwannee,2303
1860,Florida,Taylor,1384
1860,Florida,Volusia,1158
1860,Florida,Wakulla,2839
1860,Florida,Walton,3037
1860,Florida,Washington,2154
1860,Georgia,Appling,4190
1860,Georgia,Baker,4985
1860,Georgia,Baldwin,9078
1860,Georgia,Banks,4707
1860,Georgia,Berrien,3475
1860,Georgia,Bibb,16291
1860,Georgia,Brooks,6356
1860,Georgia,Bryan,4015
1860,Georgia,Bulloch,5668
1860,Georgia,Burke,17165
1860,Georgia,Butts,6455
1860,Georgia,Calhoun,4913
1860,Georgia,Camden,5420
1860,Georgia,Campbell,8301
1860,Georgia,Carroll,11991
1860,Georgia,Cass,15724
1860,Georgia,Catoosa,5082
1860,Georgia,Charlton,1780
1860,Georgia,Chatham,31043
1860,Georgia,Chattahoochee,5797
1860,Georgia,Chattooga,7165
1860,Georgia,Cherokee,11291
1860,Georgia,Clarke,11218
1860,Georgia,Clay,4893
1860,Georgia,Clayton,4466
1860,Georgia,Clinch,3063
1860,Georgia,Cobb,14242
1860,Georgia,Coffee,2879
1860,Georgia,Colquitt,1316
1860,Georgia,Columbia,11860
1860,Georgia,Coweta,14703
1860,Georgia,Crawford,7693
1860,Georgia,Dade,3069
1860,Georgia,Dawson,3856
1860,Georgia,Decatur,11922
1860,Georgia,DeKalb,7806
1860,Georgia,Dooly,8917
1860,Georgia,Dougherty,8295
1860,Georgia,Early,6149
1860,Georgia,Echols,1491
1860,Georgia,Effingham,4755
1860,Georgia,Elbert,10433
1860,Georgia,Emanuel,5081
1860,Georgia,Fannin,5139
1860,Georgia,Fayette,7047
1860,Georgia,Floyd,15195
1860,Georgia,Forsyth,7749
1860,Georgia,Franklin,7393
1860,Georgia,Fulton,14427
1860,Georgia,Gilmer,6724
1860,Georgia,Glascock,2437
1860,Georgia,Glynn,3889
1860,Georgia,Gordon,10146
1860,Georgia,Greene,12652
1860,Georgia,Gwinnett,12940
1860,Georgia,Habersham,5966
1860,Georgia,Hall,9366
1860,Georgia,Hancock,12044
1860,Georgia,Haralson,3039
1860,Georgia,Harris,13736
1860,Georgia,Hart,6137
1860,Georgia,Heard,7805
1860,Georgia,Henry,10702
1860,Georgia,Houston,15611
1860,Georgia,Irwin,1699
1860,Georgia,Jackson,10605
1860,Georgia,Jasper,10743
1860,Georgia,Jefferson,10219
1860,Georgia,Johnson,2919
1860,Georgia,Jones,9107
1860,Georgia,Laurens,6998
1860,Georgia,Lee,7196
1860,Georgia,Liberty,8367
1860,Georgia,Lincoln,5466
1860,Georgia,Lowndes,5249
1860,Georgia,Lumpkin,4626
1860,Georgia,McIntosh,5546
1860,Georgia,Macon,8449
1860,Georgia,Madison,5933
1860,Georgia,Marion,7390
1860,Georgia,Meriwether,15330
1860,Georgia,Miller,1791
1860,Georgia,Milton,4602
1860,Georgia,Mitchell,4308
1860,Georgia,Monroe,15953
1860,Georgia,Montgomery,2997
1860,Georgia,Morgan,9997
1860,Georgia,Murray,7083
1860,Georgia,Muscogee,16584
1860,Georgia,Newton,14320
1860,Georgia,Oglethorpe,11549
1860,Georgia,Paulding,7038
1860,Georgia,Pickens,4951
1860,Georgia,Pierce,1973
1860,Georgia,Pike,10078
1860,Georgia,Polk,6295
1860,Georgia,Pulaski,8744
1860,Georgia,Putnam,10125
1860,Georgia,Quitman,3499
1860,Georgia,Rabun,3271
1860,Georgia,Randolph,9571
1860,Georgia,Richmond,21284
1860,Georgia,Schley,4633
1860,Georgia,Screven,8274
1860,Georgia,Spalding,8699
1860,Georgia,Stewart,13422
1860,Georgia,Sumter,9428
1860,Georgia,Talbot,13616
1860,Georgia,Taliaferro,4583
1860,Georgia,Tattnall,4352
1860,Georgia,Taylor,5998
1860,Georgia,Telfair,2713
1860,Georgia,Terrell,6232
1860,Georgia,Thomas,10766
1860,Georgia,Towns,2459
1860,Georgia,Troup,16262
1860,Georgia,Twiggs,8320
1860,Georgia,Union,4413
1860,Georgia,Upson,9910
1860,Georgia,Walker,10082
1860,Georgia,Walton,11074
1860,Georgia,Ware,2200
1860,Georgia,Warren,9820
1860,Georgia,Washington,12698
1860,Georgia,Wayne,2268
1860,Georgia,Webster,5030
1860,Georgia,White,3315
1860,Georgia,Whitfield,10047
1860,Georgia,Wilcox,2115
1860,Georgia,Wilkes,11420
1860,Georgia,Wilkinson,9376
1860,Georgia,Worth,2763
1860,Illinois,Adams,41323
1860,Illinois,Alexander,4707
1860,Illinois,Bond,9815
1860,Illinois,Boone,11678
1860,Illinois,Brown,9938
1860,Illinois,Bureau,26426
1860,Illinois,Calhoun,5144
1860,Illinois,Carroll,11733
1860,Illinois,Cass,11325
1860,Illinois,Champaign,14629
1860,Illinois,Christian,10492
1860,Illinois,Clark,14987
1860,Illinois,Clay,9336
1860,Illinois,Clinton,10941
1860,Illinois,Coles,14203
1860,Illinois,Cook,144954
1860,Illinois,Crawford,11551
1860,Illinois,Cumberland,8311
1860,Illinois,DeKalb,19086
1860,Illinois,De Witt,10820
1860,Illinois,Douglas,7140
1860,Illinois,Dupage,14701
1860,Illinois,Edgar,16925
1860,Illinois,Edwards,5454
1860,Illinois,Effingham,7816
1860,Illinois,Fayette,11189
1860,Illinois,Ford,1979
1860,Illinois,Franklin,9393
1860,Illinois,Fulton,33338
1860,Illinois,Gallatin,8055
1860,Illinois,Greene,16093
1860,Illinois,Grundy,10379
1860,Illinois,Hamilton,9915
1860,Illinois,Hancock,29061
1860,Illinois,Hardin,3759
1860,Illinois,Henderson,9501
1860,Illinois,Henry,20660
1860,Illinois,Iroquois,12325
1860,Illinois,Jackson,9589
1860,Illinois,Jasper,8364
1860,Illinois,Jefferson,12965
1860,Illinois,Jersey,12051
1860,Illinois,Jo Daviess,27325
1860,Illinois,Johnson,9342
1860,Illinois,Kane,30062
1860,Illinois,Kankakee,15412
1860,Illinois,Kendall,13074
1860,Illinois,Knox,28663
1860,Illinois,Lake,18257
1860,Illinois,La Salle,48332
1860,Illinois,Lawrence,9214
1860,Illinois,Lee,17651
1860,Illinois,Livingston,11637
1860,Illinois,Logan,14272
1860,Illinois,McDonough,20069
1860,Illinois,McHenry,22089
1860,Illinois,McLean,28772
1860,Illinois,Macon,13738
1860,Illinois,Macoupin,24602
1860,Illinois,Madison,31251
1860,Illinois,Marion,12739
1860,Illinois,Marshall,13437
1860,Illinois,Mason,10931
1860,Illinois,Massac,6213
1860,Illinois,Menard,9584
1860,Illinois,Mercer,15042
1860,Illinois,Monroe,12832
1860,Illinois,Montgomery,13979
1860,Illinois,Morgan,22112
1860,Illinois,Moultrie,6385
1860,Illinois,Ogle,22888
1860,Illinois,Peoria,36601
1860,Illinois,Perry,9552
1860,Illinois,Piatt,6127
1860,Illinois,Pike,27249
1860,Illinois,Pope,6742
1860,Illinois,Pulaski,3943
1860,Illinois,Putnam,5587
1860,Illinois,Randolph,17205
1860,Illinois,Richland,9711
1860,Illinois,Rock Island,21005
1860,Illinois,St Clair,37694
1860,Illinois,Saline,9331
1860,Illinois,Sangamon,32274
1860,Illinois,Schuyler,14684
1860,Illinois,Scott,9069
1860,Illinois,Shelby,14613
1860,Illinois,Stark,9004
1860,Illinois,Stephenson,25112
1860,Illinois,Tazewell,21470
1860,Illinois,Union,11181
1860,Illinois,Vermilion,19800
1860,Illinois,Wabash,7313
1860,Illinois,Warren,18336
1860,Illinois,Washington,13731
1860,Illinois,Wayne,12223
1860,Illinois,White,12403
1860,Illinois,Whiteside,18737
1860,Illinois,Will,29321
1860,Illinois,Williamson,12205
1860,Illinois,Winnebago,24491
1860,Illinois,Woodford,13282
1860,Indiana,Adams,9252
1860,Indiana,Allen,29328
1860,Indiana,Bartholomew,17865
1860,Indiana,Benton,2809
1860,Indiana,Blackford,4122
1860,Indiana,Boone,16753
1860,Indiana,Brown,6507
1860,Indiana,Carroll,13489
1860,Indiana,Cass,16843
1860,Indiana,Clark,20502
1860,Indiana,Clay,12161
1860,Indiana,Clinton,14505
1860,Indiana,Crawford,8226
1860,Indiana,Daviess,13323
1860,Indiana,Dearborn,24406
1860,Indiana,Decatur,17294
1860,Indiana,DeKalb,13880
1860,Indiana,Delaware,15753
1860,Indiana,Dubois,10394
1860,Indiana,Elkhart,20986
1860,Indiana,Fayette,10225
1860,Indiana,Floyd,20183
1860,Indiana,Fountain,15566
1860,Indiana,Franklin,19549
1860,Indiana,Fulton,9422
1860,Indiana,Gibson,14532
1860,Indiana,Grant,15797
1860,Indiana,Greene,16041
1860,Indiana,Hamilton,17310
1860,Indiana,Hancock,12802
1860,Indiana,Harrison,18521
1860,Indiana,Hendricks,16953
1860,Indiana,Henry,20119
1860,Indiana,Howard,12524
1860,Indiana,Huntington,14867
1860,Indiana,Jackson,16286
1860,Indiana,Jasper,4291
1860,Indiana,Jay,11399
1860,Indiana,Jefferson,25036
1860,Indiana,Jennings,14749
1860,Indiana,Johnson,14854
1860,Indiana,Knox,16056
1860,Indiana,Kosciusko,17418
1860,Indiana,Lagrange,11366
1860,Indiana,Lake,9145
1860,Indiana,LaPorte,22919
1860,Indiana,Lawrence,13692
1860,Indiana,Madison,16518
1860,Indiana,Marion,39855
1860,Indiana,Marshall,12722
1860,Indiana,Martin,8975
1860,Indiana,Miami,16851
1860,Indiana,Monroe,12847
1860,Indiana,Montgomery,20888
1860,Indiana,Morgan,16110
1860,Indiana,Newton,2360
1860,Indiana,Noble,14915
1860,Indiana,Ohio,5462
1860,Indiana,Orange,12076
1860,Indiana,Owen,14376
1860,Indiana,Parke,15538
1860,Indiana,Perry,11847
1860,Indiana,Pike,10078
1860,Indiana,Porter,10313
1860,Indiana,Posey,16167
1860,Indiana,Pulaski,5711
1860,Indiana,Putnam,20681
1860,Indiana,Randolph,18997
1860,Indiana,Ripley,19054
1860,Indiana,Rush,16193
1860,Indiana,St Joseph,18455
1860,Indiana,Scott,7303
1860,Indiana,Shelby,19569
1860,Indiana,Spencer,14556
1860,Indiana,Starke,2195
1860,Indiana,Steuben,10374
1860,Indiana,Sullivan,15064
1860,Indiana,Switzerland,12698
1860,Indiana,Tippecanoe,25726
1860,Indiana,Tipton,8170
1860,Indiana,Union,7109
1860,Indiana,Vanderburgh,20552
1860,Indiana,Vermillion,9422
1860,Indiana,Vigo,22517
1860,Indiana,Wabash,17547
1860,Indiana,Warren,10057
1860,Indiana,Warrick,13261
1860,Indiana,Washington,17909
1860,Indiana,Wayne,29558
1860,Indiana,Wells,10844
1860,Indiana,White,8258
1860,Indiana,Whitley,10730
1860,Iowa,Adair,984
1860,Iowa,Adams,1533
1860,Iowa,Allamakee,12237
1860,Iowa,Appanoose,11931
1860,Iowa,Audubon,454
1860,Iowa,Benton,8496
1860,Iowa,Black Hawk,8244
1860,Iowa,Boone,4232
1860,Iowa,Bremer,4915
1860,Iowa,Buchanan,7906
1860,Iowa,Buena Vista,57
1860,Iowa,Buncombe,
1860,Iowa,Butler,3724
1860,Iowa,Calhoun,147
1860,Iowa,Carroll,281
1860,Iowa,Cass,1612
1860,Iowa,Cedar,12949
1860,Iowa,Cerro Gordo,940
1860,Iowa,Cherokee,58
1860,Iowa,Chickasaw,4336
1860,Iowa,Clarke,5427
1860,Iowa,Clay,52
1860,Iowa,Clayton,20728
1860,Iowa,Clinton,18938
1860,Iowa,Crawford,383
1860,Iowa,Dallas,5244
1860,Iowa,Davis,13764
1860,Iowa,Decatur,8677
1860,Iowa,Delaware,11024
1860,Iowa,Des Moines,19611
1860,Iowa,Dickinson,180
1860,Iowa,Dubuque,31164
1860,Iowa,Emmet,105
1860,Iowa,Fayette,12073
1860,Iowa,Floyd,3744
1860,Iowa,Franklin,1309
1860,Iowa,Fremont,5074
1860,Iowa,Greene,1374
1860,Iowa,Grundy,793
1860,Iowa,Guthrie,3058
1860,Iowa,Hamilton,1699
1860,Iowa,Hancock,179
1860,Iowa,Hardin,5440
1860,Iowa,Harrison,3621
1860,Iowa,Henry,18701
1860,Iowa,Howard,3168
1860,Iowa,Humboldt,332
1860,Iowa,Ida,43
1860,Iowa,Iowa,8029
1860,Iowa,Jackson,18493
1860,Iowa,Jasper,9883
1860,Iowa,Jefferson,15038
1860,Iowa,Johnson,17573
1860,Iowa,Jones,13306
1860,Iowa,Keokuk,13271
1860,Iowa,Kossuth,416
1860,Iowa,Lee,29232
1860,Iowa,Linn,18947
1860,Iowa,Louisa,10370
1860,Iowa,Lucas,5766
1860,Iowa,Madison,7339
1860,Iowa,Mahaska,14816
1860,Iowa,Marion,16813
1860,Iowa,Marshall,6015
1860,Iowa,Mills,4481
1860,Iowa,Mitchell,3409
1860,Iowa,Monona,832
1860,Iowa,Monroe,8612
1860,Iowa,Montgomery,1256
1860,Iowa,Muscatine,16444
1860,Iowa,O Brien,8
1860,Iowa,Osceola,
1860,Iowa,Page,4419
1860,Iowa,Palo Alto,132
1860,Iowa,Plymouth,148
1860,Iowa,Pocahontas,103
1860,Iowa,Polk,11625
1860,Iowa,Pottawattamie,4968
1860,Iowa,Poweshiek,5668
1860,Iowa,Ringgold,2923
1860,Iowa,Sac,246
1860,Iowa,Scott,25959
1860,Iowa,Shelby,818
1860,Iowa,Sioux,10
1860,Iowa,Story,4051
1860,Iowa,Tama,5285
1860,Iowa,Taylor,3590
1860,Iowa,Union,2012
1860,Iowa,Van Buren,17081
1860,Iowa,Wapello,14518
1860,Iowa,Warren,10281
1860,Iowa,Washington,14235
1860,Iowa,Wayne,6409
1860,Iowa,Webster,2504
1860,Iowa,Winnebago,168
1860,Iowa,Winneshiek,13942
1860,Iowa,Woodbury,1119
1860,Iowa,Worth,756
1860,Iowa,Wright,653
1860,Kansas Territory,Allen,3082
1860,Kansas Territory,Anderson,2400
1860,Kansas Territory,Arapahoe,34277
1860,Kansas Territory,Atchison,7729
1860,Kansas Territory,Bourbon,6101
1860,Kansas Territory,Breckinridge,3197
1860,Kansas Territory,Brown,2607
1860,Kansas Territory,Butler,437
1860,Kansas Territory,Chase,808
1860,Kansas Territory,Clay,163
1860,Kansas Territory,Coffey,2842
1860,Kansas Territory,Davis,1163
1860,Kansas Territory,Dickinson,378
1860,Kansas Territory,Doniphan,8083
1860,Kansas Territory,Dorn,88
1860,Kansas Territory,Douglas,8637
1860,Kansas Territory,Franklin,3030
1860,Kansas Territory,Godfrey,19
1860,Kansas Territory,Greenwood,759
1860,Kansas Territory,Hunter,158
1860,Kansas Territory,Jackson,1936
1860,Kansas Territory,Jefferson,4459
1860,Kansas Territory,Johnson,4364
1860,Kansas Territory,Leavenworth,12606
1860,Kansas Territory,Linn,6336
1860,Kansas Territory,McGhee,1501
1860,Kansas Territory,Madison,636
1860,Kansas Territory,Marion,74
1860,Kansas Territory,Marshall,2280
1860,Kansas Territory,Miami/Lykins,4980
1860,Kansas Territory,Morris,770
1860,Kansas Territory,Nemaha,2436
1860,Kansas Territory,Osage,1113
1860,Kansas Territory,Otoe,238
1860,Kansas Territory,Pottawatomie,1529
1860,Kansas Territory,Riley,1224
1860,Kansas Territory,Shawnee,3513
1860,Kansas Territory,Wabaunsee,1023
1860,Kansas Territory,Washington,383
1860,Kansas Territory,Wilson,27
1860,Kansas Territory,Woodson,1488
1860,Kansas Territory,Wyandotte,2609
1860,Kentucky,Adair,9509
1860,Kentucky,Allen,9187
1860,Kentucky,Anderson,7404
1860,Kentucky,Ballard,8692
1860,Kentucky,Barren,16665
1860,Kentucky,Bath,12113
1860,Kentucky,Boone,11196
1860,Kentucky,Bourbon,14860
1860,Kentucky,Boyd,6044
1860,Kentucky,Boyle,9304
1860,Kentucky,Bracken,11021
1860,Kentucky,Breathitt,4980
1860,Kentucky,Breckinridge,13236
1860,Kentucky,Bullitt,7289
1860,Kentucky,Butler,7927
1860,Kentucky,Caldwell,9318
1860,Kentucky,Calloway,9915
1860,Kentucky,Campbell,20909
1860,Kentucky,Carroll,6578
1860,Kentucky,Carter,8516
1860,Kentucky,Casey,6466
1860,Kentucky,Christian,21627
1860,Kentucky,Clark,11484
1860,Kentucky,Clay,6652
1860,Kentucky,Clinton,5781
1860,Kentucky,Crittenden,8796
1860,Kentucky,Cumberland,7340
1860,Kentucky,Daviess,15549
1860,Kentucky,Edmonson,4645
1860,Kentucky,Estill,6886
1860,Kentucky,Fayette,22599
1860,Kentucky,Fleming,12489
1860,Kentucky,Floyd,6388
1860,Kentucky,Franklin,12694
1860,Kentucky,Fulton,5317
1860,Kentucky,Gallatin,5056
1860,Kentucky,Garrard,10531
1860,Kentucky,Grant,8356
1860,Kentucky,Graves,16233
1860,Kentucky,Grayson,7982
1860,Kentucky,Green,8806
1860,Kentucky,Greenup,8760
1860,Kentucky,Hancock,6213
1860,Kentucky,Hardin,15189
1860,Kentucky,Harlan,5494
1860,Kentucky,Harrison,13779
1860,Kentucky,Hart,10348
1860,Kentucky,Henderson,14262
1860,Kentucky,Henry,11949
1860,Kentucky,Hickman,7008
1860,Kentucky,Hopkins,11875
1860,Kentucky,Jackson,3087
1860,Kentucky,Jefferson,89404
1860,Kentucky,Jessamine,9465
1860,Kentucky,Johnson,5306
1860,Kentucky,Kenton,25467
1860,Kentucky,Knox,7707
1860,Kentucky,Larue,6891
1860,Kentucky,Laurel,5488
1860,Kentucky,Lawrence,7601
1860,Kentucky,Letcher,3904
1860,Kentucky,Lewis,8361
1860,Kentucky,Lincoln,10647
1860,Kentucky,Livingston,7213
1860,Kentucky,Logan,19021
1860,Kentucky,Lyon,5307
1860,Kentucky,McCracken,10360
1860,Kentucky,McLean,6144
1860,Kentucky,Madison,17207
1860,Kentucky,Magoffin,3485
1860,Kentucky,Marion,12593
1860,Kentucky,Marshall,6982
1860,Kentucky,Mason,18222
1860,Kentucky,Meade,8898
1860,Kentucky,Mercer,13701
1860,Kentucky,Metcalfe,6745
1860,Kentucky,Monroe,8551
1860,Kentucky,Montgomery,7859
1860,Kentucky,Morgan,9237
1860,Kentucky,Muhlenberg,10725
1860,Kentucky,Nelson,15799
1860,Kentucky,Nicholas,11030
1860,Kentucky,Ohio,12209
1860,Kentucky,Oldham,7283
1860,Kentucky,Owen,12719
1860,Kentucky,Owsley,5335
1860,Kentucky,Pendleton,10443
1860,Kentucky,Perry,3950
1860,Kentucky,Pike,7384
1860,Kentucky,Powell,2257
1860,Kentucky,Pulaski,17201
1860,Kentucky,Rockcastle,5343
1860,Kentucky,Rowan,2282
1860,Kentucky,Russell,6024
1860,Kentucky,Scott,14417
1860,Kentucky,Shelby,16433
1860,Kentucky,Simpson,8146
1860,Kentucky,Spencer,6188
1860,Kentucky,Taylor,7481
1860,Kentucky,Todd,11575
1860,Kentucky,Trigg,11051
1860,Kentucky,Trimble,5880
1860,Kentucky,Union,12791
1860,Kentucky,Warren,17320
1860,Kentucky,Washington,11575
1860,Kentucky,Wayne,10259
1860,Kentucky,Webster,7533
1860,Kentucky,Whitley,7762
1860,Kentucky,Woodford,11219
1860,Louisiana,Ascension,11484
1860,Louisiana,Assumption,15379
1860,Louisiana,Avoyelles,13167
1860,Louisiana,Bienville,11000
1860,Louisiana,Bossier,11348
1860,Louisiana,Caddo,12140
1860,Louisiana,Calcasieu,5928
1860,Louisiana,Caldwell,4833
1860,Louisiana,Carroll,18052
1860,Louisiana,Catahoula,11651
1860,Louisiana,Claiborne,16848
1860,Louisiana,Concordia,13805
1860,Louisiana,De Soto,13298
1860,Louisiana,East Baton Rouge,16046
1860,Louisiana,East Feliciana,14697
1860,Louisiana,Franklin,6162
1860,Louisiana,Iberville,14661
1860,Louisiana,Jackson,9465
1860,Louisiana,Jefferson,15372
1860,Louisiana,Lafayette,9003
1860,Louisiana,Lafourche,14044
1860,Louisiana,Livingston,4431
1860,Louisiana,Madison,14133
1860,Louisiana,Morehouse,10357
1860,Louisiana,Natchitoches,16699
1860,Louisiana,Orleans,174491
1860,Louisiana,Ouachita,4727
1860,Louisiana,Plaquemines,8494
1860,Louisiana,Pointe Coupee,17718
1860,Louisiana,Rapides,25360
1860,Louisiana,Sabine,5828
1860,Louisiana,St Bernard,4076
1860,Louisiana,St Charles,5297
1860,Louisiana,St Helena,7130
1860,Louisiana,St James,11499
1860,Louisiana,St John The Baptist,7930
1860,Louisiana,St Landry,23104
1860,Louisiana,St Martin,12674
1860,Louisiana,St Mary,16816
1860,Louisiana,St Tammany,5406
1860,Louisiana,Tensas,16078
1860,Louisiana,Terrebonne,12091
1860,Louisiana,Union,10389
1860,Louisiana,Vermilion,4324
1860,Louisiana,Washington,4708
1860,Louisiana,West Baton Rouge,7312
1860,Louisiana,West Feliciana,11671
1860,Louisiana,Winn,6876
1860,Maine,Androscoggin,29726
1860,Maine,Aroostook,22479
1860,Maine,Cumberland,75591
1860,Maine,Franklin,20403
1860,Maine,Hancock,37757
1860,Maine,Kennebec,55655
1860,Maine,Knox,32716
1860,Maine,Lincoln,27860
1860,Maine,Oxford,36698
1860,Maine,Penobscot,72731
1860,Maine,Piscataquis,15032
1860,Maine,Sagadahoc,21790
1860,Maine,Somerset,36753
1860,Maine,Waldo,38447
1860,Maine,Washington,42534
1860,Maine,York,62107
1860,Maryland,Allegany,28348
1860,Maryland,Anne Arundel,23900
1860,Maryland,Baltimore,54135
1860,Maryland,Calvert,10447
1860,Maryland,Caroline,11129
1860,Maryland,Carroll,24533
1860,Maryland,Cecil,23862
1860,Maryland,Charles,16517
1860,Maryland,Dorchester,20461
1860,Maryland,Frederick,46591
1860,Maryland,Harford,23415
1860,Maryland,Howard,13338
1860,Maryland,Kent,13267
1860,Maryland,Montgomery,18322
1860,Maryland,Prince Georges,23327
1860,Maryland,Queen Anne's,15961
1860,Maryland,St Mary's,15213
1860,Maryland,Somerset,24992
1860,Maryland,Talbot,14795
1860,Maryland,Washington,31417
1860,Maryland,Worcester,20661
