YEAR,STATE,COUNTY,total_population
1860,Maryland,Baltimore City,212418
1860,Massachusetts,Barnstable,35990
1860,Massachusetts,Berkshire,55120
1860,Massachusetts,Bristol,93794
1860,Massachusetts,Dukes,4403
1860,Massachusetts,Essex,165611
1860,Massachusetts,Franklin,31434
1860,Massachusetts,Hampden,57366
1860,Massachusetts,Hampshire,37823
1860,Massachusetts,Middlesex,216354
1860,Massachusetts,Nantucket,6094
1860,Massachusetts,Norfolk,109950
1860,Massachusetts,Plymouth,64768
1860,Massachusetts,Suffolk,192700
1860,Massachusetts,Worcester,159659
1860,Michigan,Alcona,185
1860,Michigan,Allegan,16087
1860,Michigan,Alpena,290
1860,Michigan,Antrim,179
1860,Michigan,Barry,13858
1860,Michigan,Bay,3164
1860,Michigan,Berrien,22378
1860,Michigan,Branch,20981
1860,Michigan,Calhoun,29564
1860,Michigan,Cass,17721
1860,Michigan,Cheboygan,517
1860,Michigan,Chippewa,1603
1860,Michigan,Clinton,13916
1860,Michigan,Delta,1172
1860,Michigan,Eaton,16476
1860,Michigan,Emmet,1149
1860,Michigan,Genesee,22498
1860,Michigan,Gladwin,14
1860,Michigan,Grand Traverse,1286
1860,Michigan,Gratiot,4042
1860,Michigan,Hillsdale,25675
1860,Michigan,Houghton,9234
1860,Michigan,Huron,3165
1860,Michigan,Ingham,17435
1860,Michigan,Ionia,16682
1860,Michigan,Iosco,175
1860,Michigan,Isabella,1443
1860,Michigan,Jackson,26671
1860,Michigan,Kalamazoo,24646
1860,Michigan,Kent,30716
1860,Michigan,Lapeer,14754
1860,Michigan,Leelanau,2158
1860,Michigan,Lenawee,38112
1860,Michigan,Livingston,16851
1860,Michigan,Macomb,22843
1860,Michigan,Manistee,975
1860,Michigan,Manitou,1042
1860,Michigan,Marquette,2821
1860,Michigan,Mason,831
1860,Michigan,Mecosta,970
1860,Michigan,Michilimackinac,1938
1860,Michigan,Midland,787
1860,Michigan,Monroe,21593
1860,Michigan,Montcalm,3968
1860,Michigan,Muskegon,3947
1860,Michigan,Newaygo,2760
1860,Michigan,Oakland,38261
1860,Michigan,Oceana,1816
1860,Michigan,Ontonagon,4568
1860,Michigan,Osceola,27
1860,Michigan,Ottawa,13215
1860,Michigan,Presque Isle,26
1860,Michigan,Saginaw,12693
1860,Michigan,St Clair,26604
1860,Michigan,St Joseph,21262
1860,Michigan,Sanilac,7599
1860,Michigan,Schoolcraft,78
1860,Michigan,Shiawassee,12349
1860,Michigan,Tuscola,4886
1860,Michigan,Van Buren,15224
1860,Michigan,Washtenaw,35686
1860,Michigan,Wayne,75547
1860,Minnesota,Aitkin,2
1860,Minnesota,Anoka,2106
1860,Minnesota,Becker,386
1860,Minnesota,Benton,627
1860,Minnesota,Blue Earth,4803
1860,Minnesota,Breckinridge,79
1860,Minnesota,Brown,2339
1860,Minnesota,Buchanan,26
1860,Minnesota,Carlton,51
1860,Minnesota,Carver,5106
1860,Minnesota,Cass,150
1860,Minnesota,Chisago,1743
1860,Minnesota,Cottonwood,12
1860,Minnesota,Crow Wing,269
1860,Minnesota,Dakota,9093
1860,Minnesota,Dodge,3797
1860,Minnesota,Douglas,195
1860,Minnesota,Faribault,1335
1860,Minnesota,Fillmore,13542
1860,Minnesota,Freeborn,3367
1860,Minnesota,Goodhue,8977
1860,Minnesota,Hennepin,12849
1860,Minnesota,Houston,6645
1860,Minnesota,Isanti,284
1860,Minnesota,Itasca,51
1860,Minnesota,Jackson,181
1860,Minnesota,Kanabec,30
1860,Minnesota,Kandiyohi,76
1860,Minnesota,Lake,248
1860,Minnesota,Le Sueur,5318
1860,Minnesota,McLeod,1286
1860,Minnesota,Manomin,136
1860,Minnesota,Martin,151
1860,Minnesota,Meeker,928
1860,Minnesota,Mille Lacs,73
1860,Minnesota,Monongalia,350
1860,Minnesota,Morrison,618
1860,Minnesota,Mower,3217
1860,Minnesota,Murray,29
1860,Minnesota,Nicollet,3773
1860,Minnesota,Nobles,35
1860,Minnesota,Olmsted,9524
1860,Minnesota,Otter Tail,240
1860,Minnesota,Pembina,1612
1860,Minnesota,Pierce,11
1860,Minnesota,Pine,92
1860,Minnesota,Pipestone (old),23
1860,Minnesota,Polk,240
1860,Minnesota,Ramsey,12150
1860,Minnesota,Renville,245
1860,Minnesota,Rice,7543
1860,Minnesota,St Louis,406
1860,Minnesota,Scott,4595
1860,Minnesota,Sherburne,723
1860,Minnesota,Sibley,3609
1860,Minnesota,Stearns,4505
1860,Minnesota,Steele,2863
1860,Minnesota,Todd,430
1860,Minnesota,Toombs,40
1860,Minnesota,Wabasha,7228
1860,Minnesota,Waseca,2601
1860,Minnesota,Washington,6123
1860,Minnesota,Winona,9208
1860,Minnesota,Wright,3729
1860,Mississippi,Adams,20165
1860,Mississippi,Amite,12336
1860,Mississippi,Attala,14169
1860,Mississippi,Bolivar,10471
1860,Mississippi,Calhoun,9518
1860,Mississippi,Carroll,22035
1860,Mississippi,Chickasaw,16426
1860,Mississippi,Choctaw,15722
1860,Mississippi,Claiborne,15679
1860,Mississippi,Clarke,10771
1860,Mississippi,Coahoma,6606
1860,Mississippi,Copiah,15398
1860,Mississippi,Covington,4408
1860,Mississippi,DeSoto,23336
1860,Mississippi,Franklin,8265
1860,Mississippi,Greene,2232
1860,Mississippi,Hancock,3139
1860,Mississippi,Harrison,4819
1860,Mississippi,Hinds,31339
1860,Mississippi,Holmes,17791
1860,Mississippi,Issaquena,7831
1860,Mississippi,Itawamba,17695
1860,Mississippi,Jackson,4122
1860,Mississippi,Jasper,11007
1860,Mississippi,Jefferson,15349
1860,Mississippi,Jones,3323
1860,Mississippi,Kemper,11682
1860,Mississippi,Lafayette,16125
1860,Mississippi,Lauderdale,13313
1860,Mississippi,Lawrence,9213
1860,Mississippi,Leake,9324
1860,Mississippi,Lowndes,23625
1860,Mississippi,Madison,23382
1860,Mississippi,Marion,4686
1860,Mississippi,Marshall,28823
1860,Mississippi,Monroe,21283
1860,Mississippi,Neshoba,8343
1860,Mississippi,Newton,9661
1860,Mississippi,Noxubee,20667
1860,Mississippi,Oktibbeha,12977
1860,Mississippi,Panola,13794
1860,Mississippi,Perry,2606
1860,Mississippi,Pike,11135
1860,Mississippi,Pontotoc,22113
1860,Mississippi,Rankin,13635
1860,Mississippi,Scott,8139
1860,Mississippi,Simpson,6080
1860,Mississippi,Smith,7638
1860,Mississippi,Sunflower,5019
1860,Mississippi,Tallahatchie,7890
1860,Mississippi,Tippah,22550
1860,Mississippi,Tishomingo,24149
1860,Mississippi,Tunica,4366
1860,Mississippi,Warren,20696
1860,Mississippi,Washington,15679
1860,Mississippi,Wayne,3691
1860,Mississippi,Wilkinson,15933
1860,Mississippi,Winston,9811
1860,Mississippi,Yalobusha,16952
1860,Mississippi,Yazoo,22373
1860,Missouri,Adair,8531
1860,Missouri,Andrew,11850
1860,Missouri,Atchison,4649
1860,Missouri,Audrain,8075
1860,Missouri,Barry,7995
1860,Missouri,Barton,1817
1860,Missouri,Bates,7215
1860,Missouri,Benton,9072
1860,Missouri,Bollinger,7371
1860,Missouri,Boone,19486
1860,Missouri,Buchanan,23861
1860,Missouri,Butler,2891
1860,Missouri,Caldwell,5034
1860,Missouri,Callaway,17449
1860,Missouri,Camden,4975
1860,Missouri,Cape Girardeau,15547
1860,Missouri,Carroll,9763
1860,Missouri,Carter,1235
1860,Missouri,Cass,9794
1860,Missouri,Cedar,6637
1860,Missouri,Chariton,12562
1860,Missouri,Christian,5491
1860,Missouri,Clark,11684
1860,Missouri,Clay,13023
1860,Missouri,Clinton,7848
1860,Missouri,Cole,9697
1860,Missouri,Cooper,17356
1860,Missouri,Crawford,5823
1860,Missouri,Dade,7072
1860,Missouri,Dallas,5892
1860,Missouri,Daviess,9606
1860,Missouri,DeKalb,5224
1860,Missouri,Dent,5654
1860,Missouri,Douglas,2414
1860,Missouri,Dunklin,5026
1860,Missouri,Franklin,18085
1860,Missouri,Gasconade,8727
1860,Missouri,Gentry,11980
1860,Missouri,Greene,13186
1860,Missouri,Grundy,7887
1860,Missouri,Harrison,10626
1860,Missouri,Henry,9866
1860,Missouri,Hickory,4705
1860,Missouri,Holt,6550
1860,Missouri,Howard,15946
1860,Missouri,Howell,3169
1860,Missouri,Iron,5842
1860,Missouri,Jackson,22913
1860,Missouri,Jasper,6883
1860,Missouri,Jefferson,10344
1860,Missouri,Johnson,14644
1860,Missouri,Knox,8727
1860,Missouri,Laclede,5182
1860,Missouri,Lafayette,20098
1860,Missouri,Lawrence,8846
1860,Missouri,Lewis,12286
1860,Missouri,Lincoln,14210
1860,Missouri,Linn,9112
1860,Missouri,Livingston,7417
1860,Missouri,McDonald,4038
1860,Missouri,Macon,14346
1860,Missouri,Madison,5664
1860,Missouri,Maries,4901
1860,Missouri,Marion,18838
1860,Missouri,Mercer,9300
1860,Missouri,Miller,6812
1860,Missouri,Mississippi,4859
1860,Missouri,Moniteau,10124
1860,Missouri,Monroe,14785
1860,Missouri,Montgomery,9718
1860,Missouri,Morgan,8202
1860,Missouri,New Madrid,5654
1860,Missouri,Newton,9319
1860,Missouri,Nodaway,5252
1860,Missouri,Oregon,3009
1860,Missouri,Osage,7879
1860,Missouri,Ozark,2447
1860,Missouri,Pemiscot,2962
1860,Missouri,Perry,9128
1860,Missouri,Pettis,9392
1860,Missouri,Phelps,5714
1860,Missouri,Pike,18417
1860,Missouri,Platte,18350
1860,Missouri,Polk,9995
1860,Missouri,Pulaski,3835
1860,Missouri,Putnam,9207
1860,Missouri,Ralls,8592
1860,Missouri,Randolph,11407
1860,Missouri,Ray,14092
1860,Missouri,Reynolds,3173
1860,Missouri,Ripley,3747
1860,Missouri,St Charles,16523
1860,Missouri,St Clair,6812
1860,Missouri,Ste Genevieve,8029
1860,Missouri,St Francois,7249
1860,Missouri,St Louis,190524
1860,Missouri,Saline,14699
1860,Missouri,Schuyler,6697
1860,Missouri,Scotland,8873
1860,Missouri,Scott,5247
1860,Missouri,Shannon,2284
1860,Missouri,Shelby,7301
1860,Missouri,Stoddard,7877
1860,Missouri,Stone,2400
1860,Missouri,Sullivan,9198
1860,Missouri,Taney,3576
1860,Missouri,Texas,6067
1860,Missouri,Vernon,4850
1860,Missouri,Warren,8839
1860,Missouri,Washington,9723
1860,Missouri,Wayne,5629
1860,Missouri,Webster,7099
1860,Missouri,Wright,4508
1860,Nebraska Territory,Buffalo,114
1860,Nebraska Territory,Burt,388
1860,Nebraska Territory,Butler,27
1860,Nebraska Territory,Calhoun,41
1860,Nebraska Territory,Cass,3369
1860,Nebraska Territory,Cedar,246
1860,Nebraska Territory,Clay,165
1860,Nebraska Territory,Cuming,67
1860,Nebraska Territory,Dakota,819
1860,Nebraska Territory,Dawson,16
1860,Nebraska Territory,Dixon,247
1860,Nebraska Territory,Dodge,309
1860,Nebraska Territory,Douglas,4328
1860,Nebraska Territory,Gage,421
1860,Nebraska Territory,Greene,16
1860,Nebraska Territory,Hall,116
1860,Nebraska Territory,Johnson/Johnston,528
1860,Nebraska Territory,Jones,122
1860,Nebraska Territory,Kearney,474
1860,Nebraska Territory,Lancaster,153
1860,Nebraska Territory,L'Eau Qui Court,152
1860,Nebraska Territory,Merrick,109
1860,Nebraska Territory,Nemaha,3139
1860,Nebraska Territory,Nuckolls,22
1860,Nebraska Territory,Otoe,4211
1860,Nebraska Territory,Pawnee,882
1860,Nebraska Territory,Platte-Madison [multi-county reporting area],782
1860,Nebraska Territory,Polk,19
1860,Nebraska Territory,Richardson,2835
1860,Nebraska Territory,Saline,39
1860,Nebraska Territory,Sarpy,1201
1860,Nebraska Territory,Shorter,117
1860,Nebraska Territory,Unorganized Territory,2118
1860,Nebraska Territory,Washington,1249
1860,New Hampshire,Belknap,18549
1860,New Hampshire,Carroll,20465
1860,New Hampshire,Cheshire,27434
1860,New Hampshire,Coos,13161
1860,New Hampshire,Grafton,42260
1860,New Hampshire,Hillsborough,62140
1860,New Hampshire,Merrimack,41408
1860,New Hampshire,Rockingham,50122
1860,New Hampshire,Strafford,31493
1860,New Hampshire,Sullivan,19041
1860,New Jersey,Atlantic,11786
1860,New Jersey,Bergen,21618
1860,New Jersey,Burlington,49730
1860,New Jersey,Camden,34457
1860,New Jersey,Cape May,7130
1860,New Jersey,Cumberland,22605
1860,New Jersey,Essex,98877
1860,New Jersey,Gloucester,18444
1860,New Jersey,Hudson,62717
1860,New Jersey,Hunterdon,33654
1860,New Jersey,Mercer,37419
1860,New Jersey,Middlesex,34812
1860,New Jersey,Monmouth,39346
1860,New Jersey,Morris,34677
1860,New Jersey,Ocean,11176
1860,New Jersey,Passaic,29013
1860,New Jersey,Salem,22458
1860,New Jersey,Somerset,22057
1860,New Jersey,Sussex,23846
1860,New Jersey,Union,27780
1860,New Jersey,Warren,28433
1860,New Mexico Territory,Arizona,6482
1860,New Mexico Territory,Bernalillo,8769
1860,New Mexico Territory,Dona Ana,6239
1860,New Mexico Territory,Mora,5566
1860,New Mexico Territory,Rio Arriba,9849
1860,New Mexico Territory,San Miguel,13714
1860,New Mexico Territory,Santa Anna,3572
1860,New Mexico Territory,Santa Fe,8114
1860,New Mexico Territory,Socorro,5787
1860,New Mexico Territory,Taos,14103
1860,New Mexico Territory,Valencia,11321
1860,New York,Albany,113917
1860,New York,Allegany,41881
1860,New York,Broome,35906
1860,New York,Cattaraugus,43886
1860,New York,Cayuga,55767
1860,New York,Chautauqua,58422
1860,New York,Chemung,26917
1860,New York,Chenango,40934
1860,New York,Clinton,45735
1860,New York,Columbia,47172
1860,New York,Cortland,26294
1860,New York,Delaware,42465
1860,New York,Dutchess,64941
1860,New York,Erie,141971
1860,New York,Essex,28214
1860,New York,Franklin,30837
1860,New York,Fulton,24162
1860,New York,Genesee,32189
1860,New York,Greene,31930
1860,New York,Hamilton,3024
1860,New York,Herkimer,40561
1860,New York,Jefferson,69825
1860,New York,Kings,279122
1860,New York,Lewis,28580
1860,New York,Livingston,39546
1860,New York,Madison,43545
1860,New York,Monroe,100648
1860,New York,Montgomery,30866
1860,New York,New York,813669
1860,New York,Niagara,50399
1860,New York,Oneida,105202
1860,New York,Onondaga,90686
1860,New York,Ontario,44563
1860,New York,Orange,63812
1860,New York,Orleans,28717
1860,New York,Oswego,75958
1860,New York,Otsego,50157
1860,New York,Putnam,14002
1860,New York,Queens,57391
1860,New York,Rensselaer,86328
1860,New York,Richmond,25492
1860,New York,Rockland,22492
1860,New York,St Lawrence,83689
1860,New York,Saratoga,51729
1860,New York,Schenectady,20002
1860,New York,Schoharie,34469
1860,New York,Schuyler,18840
1860,New York,Seneca,28138
1860,New York,Steuben,66690
1860,New York,Suffolk,43275
1860,New York,Sullivan,32385
1860,New York,Tioga,28748
1860,New York,Tompkins,31409
1860,New York,Ulster,76381
1860,New York,Warren,21434
1860,New York,Washington,45904
1860,New York,Wayne,47762
1860,New York,Westchester,99497
1860,New York,Wyoming,31968
1860,New York,Yates,20290
1860,North Carolina,Alamance,11852
1860,North Carolina,Alexander,6022
1860,North Carolina,Alleghany,3590
1860,North Carolina,Anson,13664
1860,North Carolina,Ashe,7956
1860,North Carolina,Beaufort,14766
1860,North Carolina,Bertie,14310
1860,North Carolina,Bladen,11995
1860,North Carolina,Brunswick,8406
1860,North Carolina,Buncombe,12654
1860,North Carolina,Burke,9237
1860,North Carolina,Cabarrus,10546
1860,North Carolina,Caldwell,7497
1860,North Carolina,Camden,5343
1860,North Carolina,Carteret,8186
1860,North Carolina,Caswell,16215
1860,North Carolina,Catawba,10729
1860,North Carolina,Chatham,19101
1860,North Carolina,Cherokee,9166
1860,North Carolina,Chowan,6842
1860,North Carolina,Cleveland,12348
1860,North Carolina,Columbus,8597
1860,North Carolina,Craven,16268
1860,North Carolina,Cumberland,16369
1860,North Carolina,Currituck,7415
1860,North Carolina,Davidson,16601
1860,North Carolina,Davie,8494
1860,North Carolina,Duplin,15784
1860,North Carolina,Edgecombe,17376
1860,North Carolina,Forsyth,12692
1860,North Carolina,Franklin,14107
1860,North Carolina,Gaston,9307
1860,North Carolina,Gates,8443
1860,North Carolina,Granville,23396
1860,North Carolina,Greene,7925
1860,North Carolina,Guilford,20056
1860,North Carolina,Halifax,19442
1860,North Carolina,Harnett,8039
1860,North Carolina,Haywood,5801
1860,North Carolina,Henderson,10448
1860,North Carolina,Hertford,9504
1860,North Carolina,Hyde,7732
1860,North Carolina,Iredell,15347
1860,North Carolina,Jackson,5515
1860,North Carolina,Johnston,15656
1860,North Carolina,Jones,5730
1860,North Carolina,Lenoir,10220
1860,North Carolina,Lincoln,8195
1860,North Carolina,McDowell,7120
1860,North Carolina,Macon,6004
1860,North Carolina,Madison,5908
1860,North Carolina,Martin,10195
1860,North Carolina,Mecklenburg,17374
1860,North Carolina,Montgomery,7649
1860,North Carolina,Moore,11427
1860,North Carolina,Nash,11687
1860,North Carolina,New Hanover,21715
1860,North Carolina,Northampton,13372
1860,North Carolina,Onslow,8856
1860,North Carolina,Orange,16947
1860,North Carolina,Pasquotank,8940
1860,North Carolina,Perquimans,7238
1860,North Carolina,Person,11221
1860,North Carolina,Pitt,16080
1860,North Carolina,Polk,4043
1860,North Carolina,Randolph,16793
1860,North Carolina,Richmond,11009
1860,North Carolina,Robeson,15489
1860,North Carolina,Rockingham,16746
1860,North Carolina,Rowan,14589
1860,North Carolina,Rutherford,11573
1860,North Carolina,Sampson,16624
1860,North Carolina,Stanly,7801
1860,North Carolina,Stokes,10402
1860,North Carolina,Surry,10380
1860,North Carolina,Tyrrell,4944
1860,North Carolina,Union,11202
1860,North Carolina,Wake,28627
1860,North Carolina,Warren,15726
1860,North Carolina,Washington,6357
1860,North Carolina,Watauga,4957
1860,North Carolina,Wayne,14905
1860,North Carolina,Wilkes,14749
1860,North Carolina,Wilson,9720
1860,North Carolina,Yadkin,10714
1860,North Carolina,Yancey,8655
1860,Ohio,Adams,20309
1860,Ohio,Allen,19185
1860,Ohio,Ashland,22951
1860,Ohio,Ashtabula,31814
1860,Ohio,Athens,21364
1860,Ohio,Auglaize,17187
1860,Ohio,Belmont,36398
1860,Ohio,Brown,29958
1860,Ohio,Butler,35840
1860,Ohio,Carroll,15738
1860,Ohio,Champaign,22698
1860,Ohio,Clark,25300
1860,Ohio,Clermont,33034
1860,Ohio,Clinton,21461
1860,Ohio,Columbiana,32836
1860,Ohio,Coshocton,25032
1860,Ohio,Crawford,23881
1860,Ohio,Cuyahoga,78033
1860,Ohio,Darke,26009
1860,Ohio,Defiance,11886
1860,Ohio,Delaware,23902
1860,Ohio,Erie,24474
1860,Ohio,Fairfield,30538
1860,Ohio,Fayette,15935
1860,Ohio,Franklin,50361
1860,Ohio,Fulton,14043
1860,Ohio,Gallia,22043
1860,Ohio,Geauga,15817
1860,Ohio,Greene,26197
1860,Ohio,Guernsey,24474
1860,Ohio,Hamilton,216410
1860,Ohio,Hancock,22886
1860,Ohio,Hardin,13570
1860,Ohio,Harrison,19110
1860,Ohio,Henry,8901
1860,Ohio,Highland,27773
1860,Ohio,Hocking,17057
1860,Ohio,Holmes,20589
1860,Ohio,Huron,29616
1860,Ohio,Jackson,17941
1860,Ohio,Jefferson,26115
1860,Ohio,Knox,27735
1860,Ohio,Lake,15576
1860,Ohio,Lawrence,23249
1860,Ohio,Licking,37011
1860,Ohio,Logan,20996
1860,Ohio,Lorain,29744
1860,Ohio,Lucas,25831
1860,Ohio,Madison,13015
1860,Ohio,Mahoning,25894
1860,Ohio,Marion,15490
1860,Ohio,Medina,22517
1860,Ohio,Meigs,26534
1860,Ohio,Mercer,14104
1860,Ohio,Miami,29959
1860,Ohio,Monroe,25741
1860,Ohio,Montgomery,52230
1860,Ohio,Morgan,22119
1860,Ohio,Morrow,20445
1860,Ohio,Muskingum,44416
1860,Ohio,Noble,20751
1860,Ohio,Ottawa,7016
1860,Ohio,Paulding,4945
1860,Ohio,Perry,19678
1860,Ohio,Pickaway,23469
1860,Ohio,Pike,13643
1860,Ohio,Portage,24208
1860,Ohio,Preble,21820
1860,Ohio,Putnam,12808
1860,Ohio,Richland,31158
1860,Ohio,Ross,35071
1860,Ohio,Sandusky,21429
1860,Ohio,Scioto,24297
1860,Ohio,Seneca,30868
1860,Ohio,Shelby,17493
1860,Ohio,Stark,42978
1860,Ohio,Summit,27344
1860,Ohio,Trumbull,30656
1860,Ohio,Tuscarawas,32463
1860,Ohio,Union,16507
1860,Ohio,Van Wert,10238
1860,Ohio,Vinton,13631
1860,Ohio,Warren,26902
1860,Ohio,Washington,36268
1860,Ohio,Wayne,32483
1860,Ohio,Williams,16633
1860,Ohio,Wood,17886
1860,Ohio,Wyandot,15596
1860,Oregon,Benton,3074
1860,Oregon,Clackamas,3466
1860,Oregon,Clatsop,498
1860,Oregon,Columbia,532
1860,Oregon,Coos,445
1860,Oregon,Curry,393
1860,Oregon,Douglas,3203
1860,Oregon,Jackson,3736
1860,Oregon,Josephine,1623
1860,Oregon,Lane,4780
1860,Oregon,Linn,6772
1860,Oregon,Marion,7088
1860,Oregon,Multnomah,4150
1860,Oregon,Polk,3625
1860,Oregon,Tillamook,95
1860,Oregon,Umpqua,1250
1860,Oregon,Wasco,1689
1860,Oregon,Washington,2801
1860,Oregon,Yamhill,3245
1860,Pennsylvania,Adams,28006
1860,Pennsylvania,Allegheny,178831
1860,Pennsylvania,Armstrong,35797
1860,Pennsylvania,Beaver,29140
1860,Pennsylvania,Bedford,26736
1860,Pennsylvania,Berks,93818
1860,Pennsylvania,Blair,27829
1860,Pennsylvania,Bradford,48734
1860,Pennsylvania,Bucks,63578
1860,Pennsylvania,Butler,35594
1860,Pennsylvania,Cambria,29155
1860,Pennsylvania,Carbon,21033
1860,Pennsylvania,Centre,27000
1860,Pennsylvania,Chester,74578
1860,Pennsylvania,Clarion,24988
1860,Pennsylvania,Clearfield,18759
1860,Pennsylvania,Clinton,17723
1860,Pennsylvania,Columbia,25065
1860,Pennsylvania,Crawford,48755
1860,Pennsylvania,Cumberland,40098
1860,Pennsylvania,Dauphin,46756
1860,Pennsylvania,Delaware,30597
1860,Pennsylvania,Elk,5915
1860,Pennsylvania,Erie,49432
1860,Pennsylvania,Fayette,39909
1860,Pennsylvania,Forest,898
1860,Pennsylvania,Franklin,42126
1860,Pennsylvania,Fulton,9131
1860,Pennsylvania,Greene,24343
1860,Pennsylvania,Huntingdon,28100
1860,Pennsylvania,Indiana,33687
1860,Pennsylvania,Jefferson,18270
1860,Pennsylvania,Juniata,16986
1860,Pennsylvania,Lancaster,116314
1860,Pennsylvania,Lawrence,22999
1860,Pennsylvania,Lebanon,31831
1860,Pennsylvania,Lehigh,43753
1860,Pennsylvania,Luzerne,90244
1860,Pennsylvania,Lycoming,37399
1860,Pennsylvania,McKean,8859
1860,Pennsylvania,Mercer,36856
1860,Pennsylvania,Mifflin,16340
1860,Pennsylvania,Monroe,16758
1860,Pennsylvania,Montgomery,70500
1860,Pennsylvania,Montour,13053
1860,Pennsylvania,Northampton,47904
1860,Pennsylvania,Northumberland,28922
1860,Pennsylvania,Perry,22793
1860,Pennsylvania,Philadelphia,565529
1860,Pennsylvania,Pike,7155
1860,Pennsylvania,Potter,11470
1860,Pennsylvania,Schuylkill,89510
1860,Pennsylvania,Snyder,15035
1860,Pennsylvania,Somerset,26778
1860,Pennsylvania,Sullivan,5637
1860,Pennsylvania,Susquehanna,36267
1860,Pennsylvania,Tioga,31044
1860,Pennsylvania,Union,14145
1860,Pennsylvania,Venango,25043
1860,Pennsylvania,Warren,19190
1860,Pennsylvania,Washington,46805
1860,Pennsylvania,Wayne,32239
1860,Pennsylvania,Westmoreland,53736
1860,Pennsylvania,Wyoming,12540
1860,Pennsylvania,York,68200
1860,Rhode Island,Bristol,8907
1860,Rhode Island,Kent,17303
1860,Rhode Island,Newport,21896
1860,Rhode Island,Providence,107799
1860,Rhode Island,Washington,18715
1860,South Carolina,Abbeville,32385
1860,South Carolina,Anderson,22873
1860,South Carolina,Barnwell,30743
1860,South Carolina,Beaufort,40053
1860,South Carolina,Charleston,70100
1860,South Carolina,Chester,18122
1860,South Carolina,Chesterfield,11834
1860,South Carolina,Clarendon,13095
1860,South Carolina,Colleton,41916
1860,South Carolina,Darlington,20361
1860,South Carolina,Edgefield,39887
1860,South Carolina,Fairfield,22111
1860,South Carolina,Georgetown,21305
1860,South Carolina,Greenville,21892
1860,South Carolina,Horry,7962
1860,South Carolina,Kershaw,13086
1860,South Carolina,Lancaster,11797
1860,South Carolina,Laurens,23858
1860,South Carolina,Lexington,15579
1860,South Carolina,Marion,21190
1860,South Carolina,Marlboro,12434
1860,South Carolina,Newberry,20879
1860,South Carolina,Orangeburg,24896
1860,South Carolina,Pickens,19639
1860,South Carolina,Richland,18307
1860,South Carolina,Spartanburg,26919
1860,South Carolina,Sumter,23859
1860,South Carolina,Union,19635
1860,South Carolina,Williamsburg,15489
1860,South Carolina,York,21502
1860,Tennessee,Anderson,7068
1860,Tennessee,Bedford,21584
1860,Tennessee,Benton,8463
1860,Tennessee,Bledsoe,4459
1860,Tennessee,Blount,13270
1860,Tennessee,Bradley,11701
1860,Tennessee,Campbell,6712
1860,Tennessee,Cannon,9509
1860,Tennessee,Carroll,17437
1860,Tennessee,Carter,7124
1860,Tennessee,Cheatham,7258
1860,Tennessee,Claiborne,9643
1860,Tennessee,Cocke,10408
1860,Tennessee,Coffee,9689
1860,Tennessee,Cumberland,3460
1860,Tennessee,Davidson,47055
1860,Tennessee,Decatur,6276
1860,Tennessee,DeKalb,10573
1860,Tennessee,Dickson,9982
1860,Tennessee,Dyer,10536
1860,Tennessee,Fayette,24327
1860,Tennessee,Fentress,5054
1860,Tennessee,Franklin,13848
1860,Tennessee,Gibson,21777
1860,Tennessee,Giles,26166
1860,Tennessee,Grainger,10962
1860,Tennessee,Greene,19004
1860,Tennessee,Grundy,3093
1860,Tennessee,Hamilton,13258
1860,Tennessee,Hancock,7020
1860,Tennessee,Hardeman,17769
1860,Tennessee,Hardin,11214
1860,Tennessee,Hawkins,16162
1860,Tennessee,Haywood,19232
1860,Tennessee,Henderson,14491
1860,Tennessee,Henry,19133
1860,Tennessee,Hickman,9312
1860,Tennessee,Humphreys,9096
1860,Tennessee,Jackson,11725
1860,Tennessee,Jefferson,16043
1860,Tennessee,Johnson,5018
1860,Tennessee,Knox,22813
1860,Tennessee,Lauderdale,7559
1860,Tennessee,Lawrence,9320
1860,Tennessee,Lewis,2241
1860,Tennessee,Lincoln,22828
1860,Tennessee,McMinn,13555
1860,Tennessee,McNairy,14732
1860,Tennessee,Macon,7290
1860,Tennessee,Madison,21535
1860,Tennessee,Marion,6190
1860,Tennessee,Marshall,14592
1860,Tennessee,Maury,32498
1860,Tennessee,Meigs,4667
1860,Tennessee,Monroe,12607
1860,Tennessee,Montgomery,20895
1860,Tennessee,Morgan,3353
1860,Tennessee,Obion,12817
1860,Tennessee,Overton,12637
1860,Tennessee,Perry,6042
1860,Tennessee,Polk,8726
1860,Tennessee,Putnam,8558
1860,Tennessee,Rhea,4991
1860,Tennessee,Roane,13583
1860,Tennessee,Robertson,15265
1860,Tennessee,Rutherford,27918
1860,Tennessee,Scott,3519
1860,Tennessee,Sequatchie,2120
1860,Tennessee,Sevier,9122
1860,Tennessee,Shelby,48092
1860,Tennessee,Smith,16357
1860,Tennessee,Stewart,9896
1860,Tennessee,Sullivan,13552
1860,Tennessee,Sumner,22030
1860,Tennessee,Tipton,10705
1860,Tennessee,Union,6117
1860,Tennessee,Van Buren,2581
1860,Tennessee,Warren,11147
1860,Tennessee,Washington,14829
1860,Tennessee,Wayne,9115
1860,Tennessee,Weakley,18216
1860,Tennessee,White,9381
1860,Tennessee,Williamson,23827
1860,Tennessee,Wilson,26072
1860,Texas,Anderson,10398
1860,Texas,Angelina,4271
1860,Texas,Atascosa,1578
1860,Texas,Austin,10139
