YEAR,STATE,COUNTY,total_population
1870,Pennsylvania,Butler,36510
1870,Pennsylvania,Cambria,36569
1870,Pennsylvania,Cameron,4273
1870,Pennsylvania,Carbon,28144
1870,Pennsylvania,Centre,34418
1870,Pennsylvania,Chester,77805
1870,Pennsylvania,Clarion,26537
1870,Pennsylvania,Clearfield,25741
1870,Pennsylvania,Clinton,23211
1870,Pennsylvania,Columbia,28766
1870,Pennsylvania,Crawford,63832
1870,Pennsylvania,Cumberland,43912
1870,Pennsylvania,Dauphin,60740
1870,Pennsylvania,Delaware,39403
1870,Pennsylvania,Elk,8488
1870,Pennsylvania,Erie,65973
1870,Pennsylvania,Fayette,43284
1870,Pennsylvania,Forest,4010
1870,Pennsylvania,Franklin,45365
1870,Pennsylvania,Fulton,9360
1870,Pennsylvania,Greene,25887
1870,Pennsylvania,Huntingdon,31251
1870,Pennsylvania,Indiana,36138
1870,Pennsylvania,Jefferson,21656
1870,Pennsylvania,Juniata,17390
1870,Pennsylvania,Lancaster,121340
1870,Pennsylvania,Lawrence,27298
1870,Pennsylvania,Lebanon,34096
1870,Pennsylvania,Lehigh,56796
1870,Pennsylvania,Luzerne,160915
1870,Pennsylvania,Lycoming,47626
1870,Pennsylvania,McKean,8825
1870,Pennsylvania,Mercer,49977
1870,Pennsylvania,Mifflin,17508
1870,Pennsylvania,Monroe,18362
1870,Pennsylvania,Montgomery,81612
1870,Pennsylvania,Montour,15344
1870,Pennsylvania,Northampton,61432
1870,Pennsylvania,Northumberland,41444
1870,Pennsylvania,Perry,25447
1870,Pennsylvania,Philadelphia,674022
1870,Pennsylvania,Pike,8436
1870,Pennsylvania,Potter,11265
1870,Pennsylvania,Schuylkill,116428
1870,Pennsylvania,Snyder,15606
1870,Pennsylvania,Somerset,28226
1870,Pennsylvania,Sullivan,6191
1870,Pennsylvania,Susquehanna,37523
1870,Pennsylvania,Tioga,35097
1870,Pennsylvania,Union,15565
1870,Pennsylvania,Venango,47925
1870,Pennsylvania,Warren,23897
1870,Pennsylvania,Washington,48483
1870,Pennsylvania,Wayne,33188
1870,Pennsylvania,Westmoreland,58719
1870,Pennsylvania,Wyoming,14585
1870,Pennsylvania,York,76134
1870,Rhode Island,Bristol,9421
1870,Rhode Island,Kent,18595
1870,Rhode Island,Newport,20050
1870,Rhode Island,Providence,149190
1870,Rhode Island,Washington,20097
1870,South Carolina,Abbeville,31129
1870,South Carolina,Anderson,24049
1870,South Carolina,Barnwell,35724
1870,South Carolina,Beaufort,34359
1870,South Carolina,Charleston,88863
1870,South Carolina,Chester,18805
1870,South Carolina,Chesterfield,10584
1870,South Carolina,Clarendon,14038
1870,South Carolina,Colleton,25410
1870,South Carolina,Darlington,26243
1870,South Carolina,Edgefield,42486
1870,South Carolina,Fairfield,19888
1870,South Carolina,Georgetown,16161
1870,South Carolina,Greenville,22262
1870,South Carolina,Horry,10721
1870,South Carolina,Kershaw,11754
1870,South Carolina,Lancaster,12087
1870,South Carolina,Laurens,22536
1870,South Carolina,Lexington,12988
1870,South Carolina,Marion,22160
1870,South Carolina,Marlboro,11814
1870,South Carolina,Newberry,20775
1870,South Carolina,Oconee,10536
1870,South Carolina,Orangeburg,16865
1870,South Carolina,Pickens,10269
1870,South Carolina,Richland,23025
1870,South Carolina,Spartanburg,25784
1870,South Carolina,Sumter,25268
1870,South Carolina,Union,19248
1870,South Carolina,Williamsburg,15489
1870,South Carolina,York,24286
1870,Tennessee,Anderson,8704
1870,Tennessee,Bedford,24333
1870,Tennessee,Benton,8234
1870,Tennessee,Bledsoe,4870
1870,Tennessee,Blount,14237
1870,Tennessee,Bradley,11652
1870,Tennessee,Campbell,7445
1870,Tennessee,Cannon,10502
1870,Tennessee,Carroll,19447
1870,Tennessee,Carter,7909
1870,Tennessee,Cheatham,6678
1870,Tennessee,Claiborne,9321
1870,Tennessee,Cocke,12458
1870,Tennessee,Coffee,10237
1870,Tennessee,Cumberland,3461
1870,Tennessee,Davidson,62897
1870,Tennessee,Decatur,7772
1870,Tennessee,DeKalb,11425
1870,Tennessee,Dickson,9340
1870,Tennessee,Dyer,13706
1870,Tennessee,Fayette,26145
1870,Tennessee,Fentress,4717
1870,Tennessee,Franklin,14970
1870,Tennessee,Gibson,25666
1870,Tennessee,Giles,32413
1870,Tennessee,Grainger,12421
1870,Tennessee,Greene,21668
1870,Tennessee,Grundy,3250
1870,Tennessee,Hamilton,17241
1870,Tennessee,Hancock,7148
1870,Tennessee,Hardeman,18074
1870,Tennessee,Hardin,11768
1870,Tennessee,Hawkins,15837
1870,Tennessee,Haywood,25094
1870,Tennessee,Henderson,14217
1870,Tennessee,Henry,20380
1870,Tennessee,Hickman,9856
1870,Tennessee,Humphreys,9326
1870,Tennessee,Jackson,12583
1870,Tennessee,Jefferson,19476
1870,Tennessee,Johnson,5852
1870,Tennessee,Knox,28990
1870,Tennessee,Lake,2428
1870,Tennessee,Lauderdale,10838
1870,Tennessee,Lawrence,7601
1870,Tennessee,Lewis,1986
1870,Tennessee,Lincoln,28050
1870,Tennessee,McMinn,13969
1870,Tennessee,McNairy,12726
1870,Tennessee,Macon,6633
1870,Tennessee,Madison,23480
1870,Tennessee,Marion,6841
1870,Tennessee,Marshall,16207
1870,Tennessee,Maury,36289
1870,Tennessee,Meigs,4511
1870,Tennessee,Monroe,12589
1870,Tennessee,Montgomery,24747
1870,Tennessee,Morgan,2969
1870,Tennessee,Obion,15584
1870,Tennessee,Overton,11297
1870,Tennessee,Perry,6925
1870,Tennessee,Polk,7369
1870,Tennessee,Putnam,8698
1870,Tennessee,Rhea,5538
1870,Tennessee,Roane,15622
1870,Tennessee,Robertson,16166
1870,Tennessee,Rutherford,33289
1870,Tennessee,Scott,4054
1870,Tennessee,Sequatchie,2335
1870,Tennessee,Sevier,11028
1870,Tennessee,Shelby,76378
1870,Tennessee,Smith,15994
1870,Tennessee,Stewart,12019
1870,Tennessee,Sullivan,13136
1870,Tennessee,Sumner,23711
1870,Tennessee,Tipton,14884
1870,Tennessee,Union,7605
1870,Tennessee,Van Buren,2725
1870,Tennessee,Warren,12714
1870,Tennessee,Washington,16317
1870,Tennessee,Wayne,10209
1870,Tennessee,Weakley,20755
1870,Tennessee,White,9375
1870,Tennessee,Williamson,25328
1870,Tennessee,Wilson,25881
1870,Texas,Anderson,9229
1870,Texas,Angelina,3985
1870,Texas,Archer,
1870,Texas,Atascosa,2915
1870,Texas,Austin,15087
1870,Texas,Bandera,649
1870,Texas,Bastrop,12290
1870,Texas,Baylor,
1870,Texas,Bee,1082
1870,Texas,Bell,9771
1870,Texas,Bexar,16043
1870,Texas,Bexar District,1077
1870,Texas,Blanco,1187
1870,Texas,Bosque,4981
1870,Texas,Bowie,4684
1870,Texas,Brazoria,7527
1870,Texas,Brazos,9205
1870,Texas,Brown,544
1870,Texas,Burleson,8072
1870,Texas,Burnet,3688
1870,Texas,Caldwell,6572
1870,Texas,Calhoun,3443
1870,Texas,Callahan,
1870,Texas,Cameron,10999
1870,Texas,Chambers,1503
1870,Texas,Cherokee,11079
1870,Texas,Clay,
1870,Texas,Coleman,347
1870,Texas,Collin,14013
1870,Texas,Colorado,8326
1870,Texas,Comal,5283
1870,Texas,Comanche,1001
1870,Texas,Concho,
1870,Texas,Cooke,5315
1870,Texas,Coryell,4124
1870,Texas,Dallas,13314
1870,Texas,Davis,8875
1870,Texas,Denton,7251
1870,Texas,DeWitt,6443
1870,Texas,Dimmit,109
1870,Texas,Duval,1083
1870,Texas,Eastland,88
1870,Texas,Edwards,
1870,Texas,Ellis,7514
1870,Texas,El Paso,3671
1870,Texas,Encinal,427
1870,Texas,Erath,1801
1870,Texas,Falls,9851
1870,Texas,Fannin,13207
1870,Texas,Fayette,16863
1870,Texas,Fort Bend,7114
1870,Texas,Freestone,8139
1870,Texas,Frio,309
1870,Texas,Galveston,15290
1870,Texas,Gillespie,3566
1870,Texas,Goliad,3628
1870,Texas,Gonzales,8951
1870,Texas,Grayson,14387
1870,Texas,Grimes,13218
1870,Texas,Guadalupe,7282
1870,Texas,Hamilton,733
1870,Texas,Hardeman,
1870,Texas,Hardin,1460
1870,Texas,Harris,17375
1870,Texas,Harrison,13241
1870,Texas,Haskell,
1870,Texas,Hays,4088
1870,Texas,Henderson,6786
1870,Texas,Hidalgo,2387
1870,Texas,Hill,7453
1870,Texas,Hood,2585
1870,Texas,Hopkins,12651
1870,Texas,Houston,8147
1870,Texas,Hunt,10291
1870,Texas,Jack,694
1870,Texas,Jackson,2278
1870,Texas,Jasper,4218
1870,Texas,Jefferson,1906
1870,Texas,Johnson,4923
1870,Texas,Jones,
1870,Texas,Karnes,1705
1870,Texas,Kaufman,6895
1870,Texas,Kendall,1536
1870,Texas,Kerr,1042
1870,Texas,Kimble,72
1870,Texas,Kinney,1204
1870,Texas,Knox,
1870,Texas,Lamar,15790
1870,Texas,Lampasas,1344
1870,Texas,La Salle,69
1870,Texas,Lavaca,9168
1870,Texas,Leon,6523
1870,Texas,Liberty,4414
1870,Texas,Limestone,8591
1870,Texas,Live Oak,852
1870,Texas,Llano,1379
1870,Texas,McCulloch,173
1870,Texas,McLennan,13500
1870,Texas,McMullen,230
1870,Texas,Madison,4061
1870,Texas,Marion,8562
1870,Texas,Mason,678
1870,Texas,Matagorda,3377
1870,Texas,Maverick,1951
1870,Texas,Medina,2078
1870,Texas,Menard,667
1870,Texas,Milam,8984
1870,Texas,Montague,890
1870,Texas,Montgomery,6483
1870,Texas,Nacogdoches,9614
1870,Texas,Navarro,8879
1870,Texas,Newton,2187
1870,Texas,Nueces,3975
1870,Texas,Orange,1255
1870,Texas,Palo Pinto,
1870,Texas,Panola,10119
1870,Texas,Parker,4186
1870,Texas,Polk,8707
1870,Texas,Presidio,1636
1870,Texas,Red River,10653
1870,Texas,Refugio,2324
1870,Texas,Robertson,9990
1870,Texas,Runnels,
1870,Texas,Rusk,16916
1870,Texas,Sabine,3256
1870,Texas,San Augustine,4196
1870,Texas,San Patricio,602
1870,Texas,San Saba,1425
1870,Texas,Shackelford,455
1870,Texas,Shelby,5732
1870,Texas,Smith,16532
1870,Texas,Starr,4154
1870,Texas,Stephens,330
1870,Texas,Tarrant,5788
1870,Texas,Taylor,
1870,Texas,Throckmorton,
1870,Texas,Titus,11339
1870,Texas,Travis,13153
1870,Texas,Trinity,4141
1870,Texas,Tyler,5010
1870,Texas,Upshur,12039
1870,Texas,Uvalde,851
1870,Texas,Van Zandt,6494
1870,Texas,Victoria,4860
1870,Texas,Walker,9776
1870,Texas,Washington,23104
1870,Texas,Webb,2615
1870,Texas,Wharton,3426
1870,Texas,Wichita,
1870,Texas,Wilbarger,
1870,Texas,Williamson,6368
1870,Texas,Wilson,2556
1870,Texas,Wise,1450
1870,Texas,Wood,6894
1870,Texas,Young,135
1870,Texas,Zapata,1488
1870,Texas,Zavala,133
1870,Utah Territory,Beaver,2007
1870,Utah Territory,Box Elder,4855
1870,Utah Territory,Cache,8229
1870,Utah Territory,Davis,4459
1870,Utah Territory,Iron,2277
1870,Utah Territory,Juab,2034
1870,Utah Territory,Kane,1513
1870,Utah Territory,Millard,2753
1870,Utah Territory,Morgan,1972
1870,Utah Territory,Piute,82
1870,Utah Territory,Rich,1955
1870,Utah Territory,Salt Lake,18337
1870,Utah Territory,Sanpete,6786
1870,Utah Territory,Sevier,19
1870,Utah Territory,Summit,2512
1870,Utah Territory,Tooele,2177
1870,Utah Territory,Utah,12203
1870,Utah Territory,Wasatch,1244
1870,Utah Territory,Washington,3064
1870,Utah Territory,Weber,7858
1870,Vermont,Addison,23484
1870,Vermont,Bennington,21325
1870,Vermont,Caledonia,22235
1870,Vermont,Chittenden,36480
1870,Vermont,Essex,6811
1870,Vermont,Franklin,30291
1870,Vermont,Grand Isle,4082
1870,Vermont,Lamoille,12448
1870,Vermont,Orange,23090
1870,Vermont,Orleans,21035
1870,Vermont,Rutland,40651
1870,Vermont,Washington,26520
1870,Vermont,Windham,26036
1870,Vermont,Windsor,36063
1870,Virginia,Accomack,20409
1870,Virginia,Albemarle,27544
1870,Virginia,Alexandria,16755
1870,Virginia,Alleghany,3674
1870,Virginia,Amelia,9878
1870,Virginia,Amherst,14900
1870,Virginia,Appomattox,8950
1870,Virginia,Augusta,28763
1870,Virginia,Bath,3795
1870,Virginia,Bedford,25327
1870,Virginia,Bland,4000
1870,Virginia,Botetourt,11329
1870,Virginia,Brunswick,13427
1870,Virginia,Buchanan,3777
1870,Virginia,Buckingham,13371
1870,Virginia,Campbell,28384
1870,Virginia,Caroline,15128
1870,Virginia,Carroll,9147
1870,Virginia,Charles City,4975
1870,Virginia,Charlotte,14513
1870,Virginia,Chesterfield,18470
1870,Virginia,Clarke,6670
1870,Virginia,Craig,2942
1870,Virginia,Culpeper,12227
1870,Virginia,Cumberland,8142
1870,Virginia,Dinwiddie,30702
1870,Virginia,Elizabeth City,8303
1870,Virginia,Essex,9927
1870,Virginia,Fairfax,12952
1870,Virginia,Fauquier,19690
1870,Virginia,Floyd,9824
1870,Virginia,Fluvanna,9875
1870,Virginia,Franklin,18264
1870,Virginia,Frederick,16596
1870,Virginia,Giles,5875
1870,Virginia,Gloucester,10211
1870,Virginia,Goochland,10313
1870,Virginia,Grayson,9587
1870,Virginia,Greene,4634
1870,Virginia,Greensville,6362
1870,Virginia,Halifax,27828
1870,Virginia,Hanover,16455
1870,Virginia,Henrico,66179
1870,Virginia,Henry,12303
1870,Virginia,Highland,4151
1870,Virginia,Isle Of Wight,8320
1870,Virginia,James City,4425
1870,Virginia,King And Queen,9709
1870,Virginia,King George,5742
1870,Virginia,King William,7515
1870,Virginia,Lancaster,5355
1870,Virginia,Lee,13268
1870,Virginia,Loudoun,20929
1870,Virginia,Louisa,16332
1870,Virginia,Lunenburg,10403
1870,Virginia,Madison,8670
1870,Virginia,Mathews,6200
1870,Virginia,Mecklenburg,21318
1870,Virginia,Middlesex,4981
1870,Virginia,Montgomery,12556
1870,Virginia,Nansemond,11576
1870,Virginia,Nelson,13898
1870,Virginia,New Kent,4381
1870,Virginia,Norfolk,46702
1870,Virginia,Northampton,8046
1870,Virginia,Northumberland,6863
1870,Virginia,Nottoway,9291
1870,Virginia,Orange,10396
1870,Virginia,Page,8462
1870,Virginia,Patrick,10161
1870,Virginia,Pittsylvania,31343
1870,Virginia,Powhatan,7667
1870,Virginia,Prince Edward,12004
1870,Virginia,Prince George,7820
1870,Virginia,Princess Anne,8273
1870,Virginia,Prince William,7504
1870,Virginia,Pulaski,6538
1870,Virginia,Rappahannock,8261
1870,Virginia,Richmond,6503
1870,Virginia,Roanoke,9350
1870,Virginia,Rockbridge,16058
1870,Virginia,Rockingham,23668
1870,Virginia,Russell,11103
1870,Virginia,Scott,13036
1870,Virginia,Shenandoah,14936
1870,Virginia,Smyth,8898
1870,Virginia,Southampton,12285
1870,Virginia,Spotsylvania,11728
1870,Virginia,Stafford,6420
1870,Virginia,Surry,5585
1870,Virginia,Sussex,7885
1870,Virginia,Tazewell,10791
1870,Virginia,Warren,5716
1870,Virginia,Warwick,1672
1870,Virginia,Washington,16816
1870,Virginia,Westmoreland,7682
1870,Virginia,Wise,4785
1870,Virginia,Wythe,11611
1870,Virginia,York,7198
1870,Washington Territory,Chihallis,401
1870,Washington Territory,Clallam,408
1870,Washington Territory,Clark,3081
1870,Washington Territory,Cowlitz,730
1870,Washington Territory,Island,626
1870,Washington Territory,Jefferson,1268
1870,Washington Territory,King,2120
1870,Washington Territory,Kitsap,866
1870,Washington Territory,Klikatat,329
1870,Washington Territory,Lewis,888
1870,Washington Territory,Mason,289
1870,Washington Territory,Pacific,738
1870,Washington Territory,Pierce,1409
1870,Washington Territory,The Disputed Islands,554
1870,Washington Territory,Skamania,133
1870,Washington Territory,Snohomish,599
1870,Washington Territory,Stevens,734
1870,Washington Territory,Thurston,2246
1870,Washington Territory,Wahkiakum,270
1870,Washington Territory,Walla Walla,5300
1870,Washington Territory,Whatcom,534
1870,Washington Territory,Yakima,432
1870,West Virginia,Barbour,10312
1870,West Virginia,Berkeley,14900
1870,West Virginia,Boone,4553
1870,West Virginia,Braxton,6480
1870,West Virginia,Brooke,5464
1870,West Virginia,Cabell,6429
1870,West Virginia,Calhoun,2939
1870,West Virginia,Clay,2196
1870,West Virginia,Doddridge,7076
1870,West Virginia,Fayette,6647
1870,West Virginia,Gilmer,4338
1870,West Virginia,Grant,4467
1870,West Virginia,Greenbrier,11417
1870,West Virginia,Hampshire,7643
1870,West Virginia,Hancock,4363
1870,West Virginia,Hardy,5518
1870,West Virginia,Harrison,16714
1870,West Virginia,Jackson,10300
1870,West Virginia,Jefferson,13219
1870,West Virginia,Kanawha,22349
1870,West Virginia,Lewis,10175
1870,West Virginia,Lincoln,5053
1870,West Virginia,Logan,5124
1870,West Virginia,McDowell,1952
1870,West Virginia,Marion,12107
1870,West Virginia,Marshall,14941
1870,West Virginia,Mason,15978
1870,West Virginia,Mercer,7064
1870,West Virginia,Mineral,6332
1870,West Virginia,Monongalia,13547
1870,West Virginia,Monroe,11124
1870,West Virginia,Morgan,4315
1870,West Virginia,Nicholas,4458
1870,West Virginia,Ohio,28831
1870,West Virginia,Pendleton,6455
1870,West Virginia,Pleasants,3012
1870,West Virginia,Pocahontas,4069
1870,West Virginia,Preston,14555
1870,West Virginia,Putnam,7794
1870,West Virginia,Raleigh,3673
1870,West Virginia,Randolph,5563
1870,West Virginia,Ritchie,9055
1870,West Virginia,Roane,7232
1870,West Virginia,Taylor,9367
1870,West Virginia,Tucker,1907
1870,West Virginia,Tyler,7832
1870,West Virginia,Upshur,8023
1870,West Virginia,Wayne,7852
1870,West Virginia,Webster,1730
1870,West Virginia,Wetzel,8595
1870,West Virginia,Wirt,4804
1870,West Virginia,Wood,19000
1870,West Virginia,Wyoming,3171
1870,Wisconsin,Adams,6601
1870,Wisconsin,Ashland,221
1870,Wisconsin,Barron,538
1870,Wisconsin,Bayfield,344
1870,Wisconsin,Brown,25168
1870,Wisconsin,Buffalo,11123
1870,Wisconsin,Burnett,706
1870,Wisconsin,Calumet,12335
1870,Wisconsin,Chippewa,8311
1870,Wisconsin,Clark,3450
1870,Wisconsin,Columbia,28802
1870,Wisconsin,Crawford,13075
1870,Wisconsin,Dane,53096
1870,Wisconsin,Dodge,47035
1870,Wisconsin,Door,4919
1870,Wisconsin,Douglas,1122
1870,Wisconsin,Dunn,9488
1870,Wisconsin,Eau Claire,10769
1870,Wisconsin,Fond du Lac,46273
1870,Wisconsin,Grant,37979
1870,Wisconsin,Green,23611
1870,Wisconsin,Green Lake,13195
1870,Wisconsin,Iowa,24544
1870,Wisconsin,Jackson,7687
1870,Wisconsin,Jefferson,34040
1870,Wisconsin,Juneau,12372
1870,Wisconsin,Kenosha,13147
1870,Wisconsin,Kewaunee,10128
1870,Wisconsin,La Crosse,20297
1870,Wisconsin,Lafayette,22659
1870,Wisconsin,Manitowoc,33364
1870,Wisconsin,Marathon,5885
1870,Wisconsin,Marquette,8056
1870,Wisconsin,Milwaukee,89930
1870,Wisconsin,Monroe,16550
1870,Wisconsin,Oconto,8321
1870,Wisconsin,Outagamie,18430
1870,Wisconsin,Ozaukee,15564
1870,Wisconsin,Pepin,4659
1870,Wisconsin,Pierce,9958
1870,Wisconsin,Polk,3422
1870,Wisconsin,Portage,10634
1870,Wisconsin,Racine,26740
1870,Wisconsin,Richland,15731
1870,Wisconsin,Rock,39030
1870,Wisconsin,St Croix,11035
1870,Wisconsin,Sauk,23860
1870,Wisconsin,Shawano,3166
1870,Wisconsin,Sheboygan,31749
1870,Wisconsin,Trempealeau,10732
1870,Wisconsin,Vernon,18645
1870,Wisconsin,Walworth,25972
1870,Wisconsin,Washington,23919
1870,Wisconsin,Waukesha,28274
1870,Wisconsin,Waupaca,15539
1870,Wisconsin,Waushara,11279
1870,Wisconsin,Winnebago,37279
1870,Wisconsin,Wood,3912
1870,Wyoming Territory,Albany,2021
1870,Wyoming Territory,Carbon,1368
1870,Wyoming Territory,Laramie,2957
1870,Wyoming Territory,Sweetwater,1916
1870,Wyoming Territory,Uinta,856
