YEAR,STATE,COUNTY,total_white,total_free_black
1870,West Virginia,Braxton,6393,87
1870,West Virginia,Brooke,5367,97
1870,West Virginia,Cabell,6306,123
1870,West Virginia,Calhoun,2931,8
1870,West Virginia,Clay,2192,4
1870,West Virginia,Doddridge,7041,35
1870,West Virginia,Fayette,6529,118
1870,West Virginia,Gilmer,4311,27
1870,West Virginia,Grant,4136,331
1870,West Virginia,Greenbrier,10314,1103
1870,West Virginia,Hampshire,7003,640
1870,West Virginia,Hancock,4336,27
1870,West Virginia,Hardy,4902,616
1870,West Virginia,Harrison,16058,655
1870,West Virginia,Jackson,10242,58
1870,West Virginia,Jefferson,9731,3488
1870,West Virginia,Kanawha,20111,2238
1870,West Virginia,Lewis,9979,196
1870,West Virginia,Lincoln,5017,36
1870,West Virginia,Logan,5022,102
1870,West Virginia,McDowell,1952,0
1870,West Virginia,Marion,12029,78
1870,West Virginia,Marshall,14821,120
1870,West Virginia,Mason,15444,534
1870,West Virginia,Mercer,6670,394
1870,West Virginia,Mineral,5954,378
1870,West Virginia,Monongalia,13316,231
1870,West Virginia,Monroe,10121,1003
1870,West Virginia,Morgan,4199,116
1870,West Virginia,Nicholas,4427,31
1870,West Virginia,Ohio,28387,444
1870,West Virginia,Pendleton,6361,94
1870,West Virginia,Pleasants,2996,16
1870,West Virginia,Pocahontas,3810,259
1870,West Virginia,Preston,14437,118
1870,West Virginia,Putnam,7534,260
1870,West Virginia,Raleigh,3657,16
1870,West Virginia,Randolph,5460,103
1870,West Virginia,Ritchie,8992,63
1870,West Virginia,Roane,7209,23
1870,West Virginia,Taylor,9024,343
1870,West Virginia,Tucker,1880,27
1870,West Virginia,Tyler,7822,10
1870,West Virginia,Upshur,7851,172
1870,West Virginia,Wayne,7699,153
1870,West Virginia,Webster,1730,0
1870,West Virginia,Wetzel,8584,11
1870,West Virginia,Wirt,4775,29
1870,West Virginia,Wood,18287,713
1870,West Virginia,Wyoming,3130,41
1870,Wisconsin,Adams,6597,3
1870,Wisconsin,Ashland,221,0
1870,Wisconsin,Barron,530,4
1870,Wisconsin,Bayfield,341,1
1870,Wisconsin,Brown,25006,67
1870,Wisconsin,Buffalo,11120,0
1870,Wisconsin,Burnett,695,0
1870,Wisconsin,Calumet,11688,50
1870,Wisconsin,Chippewa,8269,13
1870,Wisconsin,Clark,3444,2
1870,Wisconsin,Columbia,28769,30
1870,Wisconsin,Crawford,13054,15
1870,Wisconsin,Dane,52990,106
1870,Wisconsin,Dodge,46941,77
1870,Wisconsin,Door,4919,0
1870,Wisconsin,Douglas,1111,7
1870,Wisconsin,Dunn,9485,2
1870,Wisconsin,Eau Claire,10743,26
1870,Wisconsin,Fond du Lac,46047,209
1870,Wisconsin,Grant,37881,98
1870,Wisconsin,Green,23587,24
1870,Wisconsin,Green Lake,13176,16
1870,Wisconsin,Iowa,24499,45
1870,Wisconsin,Jackson,7686,1
1870,Wisconsin,Jefferson,33970,66
1870,Wisconsin,Juneau,12356,7
1870,Wisconsin,Kenosha,13117,30
1870,Wisconsin,Kewaunee,10127,0
1870,Wisconsin,La Crosse,20192,105
1870,Wisconsin,Lafayette,22646,13
1870,Wisconsin,Manitowoc,33349,8
1870,Wisconsin,Marathon,5870,0
1870,Wisconsin,Marquette,8053,2
1870,Wisconsin,Milwaukee,89739,185
1870,Wisconsin,Monroe,16515,33
1870,Wisconsin,Oconto,8254,7
1870,Wisconsin,Outagamie,18371,30
1870,Wisconsin,Ozaukee,15563,1
1870,Wisconsin,Pepin,4659,0
1870,Wisconsin,Pierce,9909,49
1870,Wisconsin,Polk,3363,0
1870,Wisconsin,Portage,10617,1
1870,Wisconsin,Racine,26543,194
1870,Wisconsin,Richland,15712,18
1870,Wisconsin,Rock,38829,194
1870,Wisconsin,St Croix,11016,16
1870,Wisconsin,Sauk,23808,51
1870,Wisconsin,Shawano,3080,3
1870,Wisconsin,Sheboygan,31745,4
1870,Wisconsin,Trempealeau,10728,4
1870,Wisconsin,Vernon,18574,71
1870,Wisconsin,Walworth,25935,37
1870,Wisconsin,Washington,23911,8
1870,Wisconsin,Waukesha,28213,58
1870,Wisconsin,Waupaca,15507,3
1870,Wisconsin,Waushara,11260,1
1870,Wisconsin,Winnebago,37131,113
1870,Wisconsin,Wood,3890,5
1870,Wyoming Territory,Albany,1971,40
1870,Wyoming Territory,Carbon,1360,7
1870,Wyoming Territory,Laramie,2822,109
1870,Wyoming Territory,Sweetwater,1777,24
1870,Wyoming Territory,Uinta,796,3
